Champion,wr,wrdelta,avgwr,Pick Rate,Ban Rate,PBI Index,PBIno,lane,games,rank
Riven,60.47,9.31,51.16,5.70,6.34,31.0,3.329752953813104,top lane,506,CHALLENGER
Ahri,56.85,4.4,52.45,13.24,3.80,20.0,4.545454545454545,middle lane,"1,175",CHALLENGER
Nautilus,57.79,4.82,52.97,12.15,12.48,33.0,6.846473029045643,support lane,"1,078",CHALLENGER
Ambessa,57.88,8.61,49.27,10.01,37.55,40.0,4.645760743321719,jungle lane,888,CHALLENGER
Ashe,58.12,4.24,53.879999999999995,10.68,3.39,30.0,7.0754716981132075,bottom lane,948,CHALLENGER
Akali,57.75,8.7,49.05,9.23,18.75,27.0,3.1034482758620694,middle lane,819,CHALLENGER
Talon,59.55,10.6,48.949999999999996,6.07,16.05,30.0,2.8301886792452833,jungle lane,539,CHALLENGER
Lulu,57.58,8.0,49.58,8.47,7.75,20.0,2.5,support lane,752,CHALLENGER
Twisted Fate,62.38,5.32,57.06,4.82,1.05,34.0,6.390977443609022,middle lane,428,CHALLENGER
Shen,60.96,12.63,48.33,2.83,1.97,16.0,1.2668250197941409,top lane,251,CHALLENGER
Hecarim,60.1,13.16,46.94,4.57,7.06,23.0,1.7477203647416413,jungle lane,406,CHALLENGER
Jinx,55.64,6.93,48.71,9.09,1.34,2.0,0.28860028860028863,bottom lane,807,CHALLENGER
Rakan,61.3,8.95,52.349999999999994,5.04,0.59,30.0,3.3519553072625703,support lane,447,CHALLENGER
Elise,67.11,12.44,54.67,3.39,5.89,42.0,3.3762057877813505,support lane,301,CHALLENGER
Fiora,58.68,9.03,49.65,4.28,8.95,15.0,1.6611295681063125,top lane,380,CHALLENGER
Lucian,56.86,5.28,51.58,13.14,3.92,20.0,3.7878787878787876,bottom lane,"1,166",CHALLENGER
Irelia,56.04,4.45,51.589999999999996,6.25,12.10,5.0,1.1235955056179774,top lane,555,CHALLENGER
Rengar,66.25,9.78,56.47,3.64,22.37,51.0,5.214723926380368,jungle lane,323,CHALLENGER
Qiyana,56.66,4.14,52.519999999999996,5.33,9.72,7.0,1.6908212560386475,middle lane,473,CHALLENGER
Bard,57.23,4.55,52.68,15.12,10.70,31.0,6.813186813186814,support lane,"1,342",CHALLENGER
Yunara,53.61,7.04,46.57,14.21,3.98,-26.0,-3.6931818181818183,bottom lane,"1,261",CHALLENGER
Janna,58.77,9.9,48.870000000000005,3.85,1.71,13.0,1.3131313131313131,support lane,342,CHALLENGER
Vayne,56.25,3.78,52.47,8.47,10.46,8.0,2.1164021164021167,top lane,752,CHALLENGER
Rek'Sai,65.13,8.79,56.339999999999996,2.68,2.82,27.0,3.071672354948806,jungle lane,238,CHALLENGER
Jax,59.15,4.45,54.699999999999996,5.30,14.47,23.0,5.168539325842697,top lane,470,CHALLENGER
Twitch,58.47,8.14,50.33,2.79,3.57,9.0,1.1056511056511056,bottom lane,248,CHALLENGER
Syndra,58.64,6.07,52.57,6.78,3.68,23.0,3.789126853377265,middle lane,602,CHALLENGER
Thresh,55.26,4.21,51.05,5.89,6.10,-1.0,-0.23752969121140144,support lane,523,CHALLENGER
Zilean,60.0,3.51,56.49,1.69,1.55,8.0,2.2792022792022792,support lane,150,CHALLENGER
Katarina,58.24,6.88,51.36,4.24,13.40,14.0,2.0348837209302326,middle lane,376,CHALLENGER
Darius,56.25,8.93,47.32,2.52,9.16,2.0,0.22396416573348266,top lane,224,CHALLENGER
Bel'Veth,65.03,11.08,53.95,3.22,8.44,34.0,3.068592057761733,jungle lane,286,CHALLENGER
Jhin,55.36,7.38,47.98,12.82,0.62,0.0,0.0,bottom lane,"1,138",CHALLENGER
Graves,55.07,6.87,48.2,14.34,26.56,-6.0,-0.8733624454148472,jungle lane,"1,273",CHALLENGER
Quinn,66.96,7.14,59.81999999999999,1.30,0.65,15.0,2.100840336134454,top lane,115,CHALLENGER
Aurelion Sol,60.51,2.73,57.78,1.77,0.98,9.0,3.2967032967032965,bottom lane,157,CHALLENGER
Zed,56.24,5.37,50.870000000000005,5.69,18.10,6.0,1.1173184357541899,middle lane,505,CHALLENGER
Milio,59.14,8.24,50.9,3.14,2.53,12.0,1.4563106796116505,support lane,279,CHALLENGER
Lee Sin,56.78,4.32,52.46,19.45,15.61,32.0,7.4074074074074066,jungle lane,"1,726",CHALLENGER
Poppy,59.43,0.56,58.87,1.97,6.25,8.0,14.285714285714285,support lane,175,CHALLENGER
Yasuo,54.24,5.51,48.730000000000004,6.38,17.93,-9.0,-1.633393829401089,middle lane,566,CHALLENGER
Aatrox,53.55,-1.29,54.839999999999996,4.44,6.04,-9.0,6.976744186046512,top lane,394,CHALLENGER
Sona,56.7,3.99,52.71,6.56,3.06,9.0,2.255639097744361,support lane,582,CHALLENGER
Ezreal,53.11,4.9,48.21,27.13,16.34,-74.0,-15.102040816326529,bottom lane,"2,408",CHALLENGER
Lissandra,59.0,2.48,56.52,5.63,2.24,21.0,8.467741935483872,middle lane,500,CHALLENGER
Naafiri,55.62,4.27,51.349999999999994,8.23,18.34,2.0,0.468384074941452,jungle lane,730,CHALLENGER
Alistar,57.56,7.43,50.13,5.36,2.65,12.0,1.6150740242261103,support lane,476,CHALLENGER
Swain,59.52,9.52,50.0,2.37,0.84,10.0,1.050420168067227,bottom lane,210,CHALLENGER
Orianna,56.87,8.22,48.65,8.28,4.34,13.0,1.581508515815085,middle lane,735,CHALLENGER
Viego,55.85,6.81,49.04,10.59,8.22,5.0,0.7342143906020558,jungle lane,940,CHALLENGER
LeBlanc,56.47,0.84,55.629999999999995,6.19,18.29,8.0,9.523809523809524,middle lane,549,CHALLENGER
Soraka,56.88,2.63,54.25,5.41,2.50,8.0,3.0418250950570345,support lane,480,CHALLENGER
Cho'Gath,62.28,8.07,54.21,1.88,0.31,13.0,1.61090458488228,top lane,167,CHALLENGER
Caitlyn,53.37,5.28,48.089999999999996,13.39,12.91,-31.0,-5.871212121212121,bottom lane,"1,188",CHALLENGER
Jayce,51.4,3.2,48.199999999999996,12.08,13.27,-56.0,-17.5,top lane,"1,072",CHALLENGER
Seraphine,59.11,4.91,54.2,5.57,1.37,21.0,4.276985743380855,support lane,494,CHALLENGER
Ekko,57.75,6.81,50.94,4.21,3.21,10.0,1.4684287812041117,jungle lane,374,CHALLENGER
Sylas,53.3,4.23,49.06999999999999,7.50,10.40,-17.0,-4.0189125295508275,middle lane,666,CHALLENGER
Aphelios,56.1,5.74,50.36,4.16,2.08,3.0,0.5226480836236934,bottom lane,369,CHALLENGER
Annie,58.29,1.53,56.76,6.46,0.97,19.0,12.418300653594772,middle lane,573,CHALLENGER
Rumble,55.34,6.6,48.74,4.74,5.34,0.0,0.0,top lane,421,CHALLENGER
Draven,55.77,3.84,51.93000000000001,2.93,21.46,1.0,0.2604166666666667,bottom lane,260,CHALLENGER
Kindred,56.25,4.45,51.8,5.23,4.65,5.0,1.1235955056179774,jungle lane,464,CHALLENGER
Nami,52.71,3.68,49.03,10.41,3.09,-29.0,-7.880434782608695,support lane,924,CHALLENGER
Vladimir,57.77,12.72,45.050000000000004,3.34,5.44,8.0,0.6289308176100629,middle lane,296,CHALLENGER
Kayle,58.02,0.18,57.84,1.48,2.56,4.0,22.22222222222222,top lane,131,CHALLENGER
Nidalee,58.75,9.84,48.91,5.79,5.13,21.0,2.1341463414634148,jungle lane,514,CHALLENGER
Senna,58.96,2.01,56.95,3.90,0.91,14.0,6.965174129353235,bottom lane,346,CHALLENGER
Rell,56.9,3.62,53.28,4.73,1.28,7.0,1.9337016574585635,support lane,420,CHALLENGER
Blitzcrank,58.55,7.48,51.06999999999999,3.43,7.59,12.0,1.6042780748663101,support lane,304,CHALLENGER
Jarvan IV,54.4,3.92,50.48,12.92,2.85,-13.0,-3.316326530612245,jungle lane,"1,147",CHALLENGER
Kennen,58.85,4.62,54.230000000000004,2.16,2.22,8.0,1.7316017316017316,top lane,192,CHALLENGER
Kai'Sa,55.01,6.02,48.989999999999995,12.92,1.99,-5.0,-0.8305647840531563,bottom lane,"1,147",CHALLENGER
Kog'Maw,60.45,9.49,50.96,1.51,0.32,8.0,0.8429926238145417,bottom lane,134,CHALLENGER
Aurora,55.44,7.87,47.57,9.73,3.78,1.0,0.12706480304955528,middle lane,864,CHALLENGER
Xin Zhao,56.32,6.85,49.47,8.64,1.15,8.0,1.1678832116788322,jungle lane,767,CHALLENGER
Tristana,59.24,7.9,51.34,3.84,1.32,15.0,1.8987341772151898,bottom lane,341,CHALLENGER
Akshan,57.14,11.44,45.7,4.42,5.95,8.0,0.6993006993006994,middle lane,392,CHALLENGER
Neeko,55.71,4.04,51.67,4.94,2.28,2.0,0.49504950495049505,support lane,438,CHALLENGER
Olaf,60.57,8.82,51.75,1.97,1.87,10.0,1.1337868480725624,top lane,175,CHALLENGER
Karma,51.13,5.67,45.46,13.51,13.65,-67.0,-11.81657848324515,support lane,"1,199",CHALLENGER
Nocturne,57.32,3.91,53.41,6.47,4.50,13.0,3.3248081841432224,jungle lane,574,CHALLENGER
Viktor,54.89,6.36,48.53,6.92,3.43,-4.0,-0.6289308176100629,middle lane,614,CHALLENGER
Kha'Zix,56.99,6.64,50.35,5.32,5.51,9.0,1.355421686746988,jungle lane,472,CHALLENGER
Braum,57.98,8.79,49.19,4.02,8.77,11.0,1.2514220705346986,support lane,357,CHALLENGER
Kassadin,55.23,5.91,49.31999999999999,3.12,4.26,-1.0,-0.1692047377326565,middle lane,277,CHALLENGER
Malphite,55.45,3.56,51.89,3.72,14.32,0.0,0.0,top lane,330,CHALLENGER
Zac,60.96,10.96,50.0,2.11,2.30,12.0,1.094890510948905,jungle lane,187,CHALLENGER
Evelynn,59.12,17.22,41.9,1.79,2.76,7.0,0.40650406504065045,jungle lane,159,CHALLENGER
Xayah,57.98,4.85,53.129999999999995,2.90,0.46,8.0,1.6494845360824744,bottom lane,257,CHALLENGER
Yone,56.34,6.89,49.45,7.38,2.41,7.0,1.0159651669085632,middle lane,655,CHALLENGER
Miss Fortune,54.82,6.46,48.36,3.39,0.18,-2.0,-0.30959752321981426,bottom lane,301,CHALLENGER
Zoe,53.61,1.56,52.05,5.78,16.33,-12.0,-7.692307692307692,middle lane,513,CHALLENGER
Yuumi,51.18,6.37,44.81,2.38,10.45,-11.0,-1.7268445839874411,support lane,211,CHALLENGER
Sivir,56.1,1.4,54.7,5.26,4.04,4.0,2.857142857142857,bottom lane,467,CHALLENGER
Nunu & Willump,55.38,1.45,53.93,3.56,2.07,0.0,0.0,jungle lane,316,CHALLENGER
Anivia,53.04,-1.63,54.67,6.48,9.52,-17.0,10.429447852760736,middle lane,575,CHALLENGER
Pyke,49.27,4.39,44.88,6.95,37.32,-68.0,-15.489749430523919,support lane,617,CHALLENGER
Master Yi,53.46,6.61,46.85,4.24,10.31,-9.0,-1.361573373676248,jungle lane,376,CHALLENGER
Lux,54.59,5.78,48.81,2.58,1.83,-2.0,-0.3460207612456747,support lane,229,CHALLENGER
Ziggs,56.41,3.43,52.98,2.64,0.23,3.0,0.8746355685131195,bottom lane,234,CHALLENGER
Taliyah,55.47,3.51,51.96,2.88,1.31,0.0,0.0,middle lane,256,CHALLENGER
Gangplank,55.67,11.69,43.980000000000004,2.19,3.35,1.0,0.0855431993156544,top lane,194,CHALLENGER
Leona,51.78,1.61,50.17,3.81,2.88,-14.0,-8.695652173913043,support lane,338,CHALLENGER
Samira,53.71,-1.32,55.03,3.19,3.07,-6.0,4.545454545454545,bottom lane,283,CHALLENGER
Vex,59.76,7.84,51.92,1.85,1.64,8.0,1.0204081632653061,middle lane,164,CHALLENGER
Diana,55.8,12.21,43.589999999999996,2.52,3.00,1.0,0.0819000819000819,jungle lane,224,CHALLENGER
Gwen,55.07,9.79,45.28,2.33,3.51,-1.0,-0.10214504596527069,top lane,207,CHALLENGER
Teemo,64.71,4.86,59.849999999999994,1.53,1.68,15.0,3.0864197530864197,top lane,136,CHALLENGER
Karthus,55.46,9.83,45.63,2.68,6.12,0.0,0.0,jungle lane,238,CHALLENGER
Corki,51.02,4.38,46.64,6.07,1.02,-27.0,-6.164383561643835,bottom lane,539,CHALLENGER
Xerath,51.38,5.82,45.56,2.46,2.67,-10.0,-1.7182130584192439,middle lane,218,CHALLENGER
Kayn,52.9,-0.86,53.76,2.92,2.06,-7.0,8.13953488372093,jungle lane,259,CHALLENGER
Kled,60.95,5.07,55.88,1.18,0.77,7.0,1.3806706114398422,top lane,105,CHALLENGER
Kalista,56.0,5.37,50.63,2.54,0.60,2.0,0.37243947858473,bottom lane,225,CHALLENGER
Hwei,53.32,4.29,49.03,5.77,1.41,-12.0,-2.797202797202797,middle lane,512,CHALLENGER
Galio,55.08,5.24,49.839999999999996,4.99,2.30,-2.0,-0.38167938931297707,middle lane,443,CHALLENGER
Fiddlesticks,59.83,15.97,43.86,1.32,2.86,6.0,0.37570444583594237,jungle lane,117,CHALLENGER
Yorick,55.81,8.97,46.84,2.42,2.59,1.0,0.11148272017837234,top lane,215,CHALLENGER
Udyr,58.08,7.52,50.56,1.88,1.89,5.0,0.6648936170212766,jungle lane,167,CHALLENGER
Camille,54.72,6.97,47.75,3.46,0.83,-2.0,-0.28694404591104733,top lane,307,CHALLENGER
Zeri,56.58,12.77,43.81,1.71,0.15,2.0,0.15661707126076743,bottom lane,152,CHALLENGER
Briar,57.58,5.61,51.97,2.23,2.57,5.0,0.8912655971479501,jungle lane,198,CHALLENGER
K'Sante,48.21,5.93,42.28,6.29,2.81,-46.0,-7.757166947723441,top lane,558,CHALLENGER
Sion,51.84,3.34,48.5,4.89,1.19,-18.0,-5.389221556886228,top lane,434,CHALLENGER
Veigar,53.57,1.57,52.0,1.58,0.34,-3.0,-1.910828025477707,middle lane,140,CHALLENGER
Pantheon,51.72,2.2,49.519999999999996,6.54,1.70,-24.0,-10.909090909090908,jungle lane,580,CHALLENGER
Smolder,53.42,1.57,51.85,3.63,2.81,-7.0,-4.45859872611465,bottom lane,322,CHALLENGER
Zyra,56.45,3.95,52.5,2.10,3.51,2.0,0.5063291139240506,jungle lane,186,CHALLENGER
Shaco,55.13,1.56,53.57,1.76,7.40,0.0,0.0,jungle lane,156,CHALLENGER
Cassiopeia,53.7,1.16,52.540000000000006,1.83,2.72,-3.0,-2.586206896551724,middle lane,162,CHALLENGER
Gragas,56.39,0.03,56.36,1.50,0.51,2.0,66.66666666666667,top lane,133,CHALLENGER
Varus,45.96,5.21,40.75,5.30,4.36,-52.0,-9.980806142034549,bottom lane,470,CHALLENGER
Tryndamere,56.21,5.59,50.620000000000005,1.72,1.63,1.0,0.17889087656529518,top lane,153,CHALLENGER
Fizz,52.74,6.94,45.800000000000004,2.26,1.61,-6.0,-0.8645533141210374,middle lane,201,CHALLENGER
Urgot,56.94,-0.47,57.41,1.62,1.02,3.0,-6.382978723404256,top lane,144,CHALLENGER
Ryze,48.66,3.98,44.68,9.24,2.45,-64.0,-16.08040201005025,middle lane,820,CHALLENGER
Malzahar,49.62,-4.48,54.099999999999994,1.50,1.95,-9.0,2.008928571428571,middle lane,133,CHALLENGER
Shyvana,49.57,4.01,45.56,1.30,2.49,-8.0,-1.9950124688279303,jungle lane,115,CHALLENGER
Ornn,52.68,-4.29,56.97,2.31,0.62,-6.0,1.3986013986013985,top lane,205,CHALLENGER
Mordekaiser,55.35,4.42,50.93,1.79,1.97,0.0,0.0,top lane,159,CHALLENGER
Garen,49.72,4.63,45.089999999999996,2.02,2.27,-12.0,-2.591792656587473,top lane,179,CHALLENGER
Vi,52.08,7.13,44.949999999999996,5.69,0.99,-19.0,-2.6647966339410942,jungle lane,505,CHALLENGER
Mel,50.18,5.56,44.62,3.17,28.88,-23.0,-4.136690647482014,middle lane,281,CHALLENGER
Wukong,47.73,1.13,46.599999999999994,1.49,0.67,-11.0,-9.734513274336283,jungle lane,132,CHALLENGER
Gnar,51.38,5.94,45.440000000000005,7.76,2.31,-32.0,-5.387205387205387,top lane,689,CHALLENGER
Renekton,52.19,3.13,49.059999999999995,5.40,5.67,-18.0,-5.7507987220447285,top lane,479,CHALLENGER
Azir,47.49,3.26,44.230000000000004,5.62,0.83,-45.0,-13.803680981595093,middle lane,499,CHALLENGER
Lillia,48.08,2.38,45.699999999999996,4.10,1.21,-30.0,-12.605042016806724,jungle lane,364,CHALLENGER
Skarner,51.03,-1.0,52.03,2.19,0.33,-10.0,10.0,jungle lane,194,CHALLENGER
Zaahen,46.58,-5.18,51.76,2.47,3.09,-22.0,4.2471042471042475,top lane,219,CHALLENGER
Singed,49.36,-2.68,52.04,4.41,2.38,-27.0,10.074626865671641,top lane,391,CHALLENGER
Sett,54.84,-0.26,55.1,1.75,1.04,-1.0,3.846153846153846,top lane,155,CHALLENGER
Dr. Mundo,50.5,-1.25,51.75,2.28,3.02,-11.0,8.8,top lane,202,CHALLENGER
Talon,55.52,4.11,51.410000000000004,6.35,15.68,22.0,5.35279805352798,jungle lane,"1,767",G.MASTER
Riven,56.05,3.19,52.86,4.55,5.43,16.0,5.015673981191223,top lane,"1,265",G.MASTER
Ahri,54.53,2.14,52.39,11.94,4.04,23.0,10.74766355140187,middle lane,"3,321",G.MASTER
Thresh,55.38,3.15,52.230000000000004,9.42,6.96,28.0,8.88888888888889,support lane,"2,620",G.MASTER
Ashe,55.98,1.69,54.29,12.18,3.40,42.0,24.85207100591716,bottom lane,"3,389",G.MASTER
Aatrox,53.8,5.65,48.15,5.25,7.49,6.0,1.0619469026548671,top lane,"1,461",G.MASTER
Nami,53.52,4.53,48.99,14.75,3.48,13.0,2.869757174392936,support lane,"4,103",G.MASTER
Ambessa,53.2,2.69,50.510000000000005,9.26,36.01,8.0,2.9739776951672865,jungle lane,"2,577",G.MASTER
Janna,55.05,0.83,54.22,5.33,1.74,13.0,15.66265060240964,support lane,"1,484",G.MASTER
Fiora,54.72,3.27,51.449999999999996,4.60,9.23,10.0,3.058103975535168,top lane,"1,281",G.MASTER
Jinx,53.45,4.34,49.11,10.05,1.80,8.0,1.8433179723502304,bottom lane,"2,795",G.MASTER
Rek'Sai,57.9,0.29,57.61,4.59,2.84,25.0,86.20689655172414,jungle lane,"1,278",G.MASTER
Sylas,53.76,3.55,50.21,6.69,11.59,8.0,2.2535211267605635,middle lane,"1,860",G.MASTER
Draven,55.86,4.7,51.16,5.55,22.10,23.0,4.8936170212765955,bottom lane,"1,545",G.MASTER
Bard,53.9,0.93,52.97,11.38,9.08,16.0,17.204301075268816,support lane,"3,167",G.MASTER
Sona,55.05,4.04,51.01,5.41,2.38,13.0,3.217821782178218,support lane,"1,506",G.MASTER
Hecarim,53.67,0.85,52.82,5.09,6.50,5.0,5.882352941176471,jungle lane,"1,416",G.MASTER
Qiyana,53.51,3.76,49.75,3.69,7.63,3.0,0.797872340425532,middle lane,"1,026",G.MASTER
Yunara,52.94,1.91,51.03,13.96,3.93,4.0,2.094240837696335,bottom lane,"3,884",G.MASTER
Graves,53.12,3.47,49.65,14.36,27.41,9.0,2.593659942363112,jungle lane,"3,995",G.MASTER
Yasuo,52.46,4.19,48.27,7.37,19.05,-2.0,-0.477326968973747,middle lane,"2,051",G.MASTER
Pyke,54.56,4.66,49.900000000000006,5.88,37.01,18.0,3.8626609442060085,support lane,"1,635",G.MASTER
Kayle,55.57,3.53,52.04,2.78,2.77,8.0,2.26628895184136,top lane,772,G.MASTER
Akali,52.28,0.44,51.84,7.17,19.29,-3.0,-6.818181818181818,middle lane,"1,995",G.MASTER
Nautilus,51.76,2.7,49.059999999999995,11.52,13.02,-12.0,-4.444444444444444,support lane,"3,205",G.MASTER
Shen,53.36,1.07,52.29,3.79,1.98,3.0,2.803738317757009,top lane,"1,055",G.MASTER
Rengar,54.79,1.67,53.12,5.48,20.53,15.0,8.982035928143713,jungle lane,"1,524",G.MASTER
Zoe,56.41,5.69,50.72,4.88,14.42,21.0,3.690685413005272,middle lane,"1,358",G.MASTER
Rell,54.78,4.5,50.28,5.19,1.29,11.0,2.4444444444444446,support lane,"1,444",G.MASTER
LeBlanc,54.25,3.8,50.45,4.95,18.42,10.0,2.6315789473684212,middle lane,"1,377",G.MASTER
Soraka,53.75,3.32,50.43,4.99,2.57,6.0,1.8072289156626506,support lane,"1,388",G.MASTER
Bel'Veth,55.69,3.54,52.15,3.03,7.73,10.0,2.824858757062147,jungle lane,844,G.MASTER
Anivia,54.38,1.62,52.760000000000005,4.67,8.29,9.0,5.555555555555555,middle lane,"1,300",G.MASTER
Lulu,51.46,1.26,50.2,10.11,8.86,-13.0,-10.317460317460318,support lane,"2,812",G.MASTER
Kindred,54.39,2.17,52.22,3.93,4.71,7.0,3.2258064516129035,jungle lane,"1,094",G.MASTER
Caitlyn,51.82,2.14,49.68,12.31,15.23,-12.0,-5.607476635514018,bottom lane,"3,425",G.MASTER
Katarina,54.07,5.16,48.91,6.14,13.41,10.0,1.937984496124031,middle lane,"1,707",G.MASTER
Poppy,56.95,4.89,52.06,1.63,5.19,7.0,1.4314928425357873,support lane,453,G.MASTER
K'Sante,52.43,3.55,48.88,4.95,3.08,-1.0,-0.28169014084507044,top lane,"1,377",G.MASTER
Naafiri,52.36,2.87,49.49,7.38,19.01,-3.0,-1.0452961672473868,jungle lane,"2,053",G.MASTER
Senna,55.71,3.52,52.19,5.88,1.02,18.0,5.113636363636363,bottom lane,"1,637",G.MASTER
Ekko,54.11,1.87,52.24,4.16,2.98,6.0,3.2085561497326203,jungle lane,"1,157",G.MASTER
Xin Zhao,54.24,4.5,49.74,6.52,1.29,10.0,2.2222222222222223,jungle lane,"1,814",G.MASTER
Karma,51.47,2.76,48.71,13.90,13.40,-19.0,-6.884057971014493,support lane,"3,866",G.MASTER
Ezreal,51.21,2.3,48.910000000000004,23.99,15.62,-41.0,-17.826086956521742,bottom lane,"6,675",G.MASTER
Kennen,56.16,1.84,54.31999999999999,2.25,2.31,8.0,4.3478260869565215,top lane,625,G.MASTER
Shaco,57.24,5.92,51.32,3.25,7.83,16.0,2.7027027027027026,jungle lane,905,G.MASTER
Gangplank,54.19,2.45,51.739999999999995,3.81,3.76,6.0,2.4489795918367343,top lane,"1,061",G.MASTER
Seraphine,54.56,3.2,51.36,6.63,1.50,13.0,4.0625,support lane,"1,844",G.MASTER
Taric,57.29,2.08,55.21,1.06,0.25,5.0,2.4038461538461537,support lane,295,G.MASTER
Lee Sin,53.05,3.41,49.64,14.98,14.94,7.0,2.0527859237536656,jungle lane,"4,166",G.MASTER
Lucian,52.08,2.67,49.41,12.56,3.94,-8.0,-2.9962546816479403,bottom lane,"3,493",G.MASTER
Zed,52.13,1.55,50.580000000000005,6.32,19.45,-4.0,-2.5806451612903225,middle lane,"1,757",G.MASTER
Jax,53.1,3.52,49.58,6.03,14.33,3.0,0.8522727272727273,top lane,"1,678",G.MASTER
Blitzcrank,54.91,0.86,54.05,3.91,8.37,10.0,11.627906976744185,support lane,"1,089",G.MASTER
Lissandra,54.86,4.22,50.64,5.59,2.46,13.0,3.080568720379147,middle lane,"1,555",G.MASTER
Viego,51.84,2.82,49.02,10.73,8.45,-10.0,-3.546099290780142,jungle lane,"2,984",G.MASTER
Samira,54.06,4.52,49.540000000000006,3.80,3.84,6.0,1.3274336283185841,bottom lane,"1,058",G.MASTER
Alistar,52.24,0.28,51.96,5.38,2.45,-2.0,-7.142857142857142,support lane,"1,497",G.MASTER
Jayce,51.18,2.22,48.96,9.14,11.67,-15.0,-6.756756756756756,top lane,"2,544",G.MASTER
Akshan,53.56,0.76,52.800000000000004,3.73,5.30,4.0,5.2631578947368425,middle lane,"1,038",G.MASTER
Xayah,57.36,5.36,52.0,4.35,0.53,21.0,3.917910447761194,bottom lane,"1,210",G.MASTER
Nilah,54.96,4.61,50.35,1.48,2.73,3.0,0.6507592190889371,bottom lane,413,G.MASTER
Twitch,52.38,3.61,48.77,3.77,4.12,-1.0,-0.2770083102493075,bottom lane,"1,050",G.MASTER
Garen,53.21,2.3,50.910000000000004,4.71,2.87,3.0,1.3043478260869565,top lane,"1,310",G.MASTER
Aurelion Sol,54.08,3.31,50.769999999999996,2.47,0.96,4.0,1.2084592145015105,middle lane,686,G.MASTER
Rakan,51.43,3.04,48.39,4.77,0.55,-6.0,-1.9736842105263157,support lane,"1,328",G.MASTER
Tristana,56.56,5.93,50.63,4.05,1.33,16.0,2.69814502529511,bottom lane,"1,128",G.MASTER
Kassadin,52.28,5.72,46.56,3.31,4.67,-1.0,-0.17482517482517484,middle lane,922,G.MASTER
Maokai,56.49,3.68,52.81,2.30,0.16,9.0,2.4456521739130435,support lane,639,G.MASTER
Quinn,54.44,-3.63,58.07,1.62,0.57,3.0,-0.8264462809917356,top lane,450,G.MASTER
Kayn,54.42,6.77,47.650000000000006,3.13,2.48,6.0,0.8862629246676514,jungle lane,871,G.MASTER
Evelynn,56.15,4.99,51.16,2.22,2.56,8.0,1.6032064128256511,jungle lane,618,G.MASTER
Corki,51.97,4.55,47.42,5.85,1.02,-4.0,-0.8791208791208791,bottom lane,"1,628",G.MASTER
Elise,54.93,3.59,51.34,3.13,5.06,7.0,1.9498607242339834,jungle lane,872,G.MASTER
Master Yi,53.9,5.09,48.81,3.64,11.29,5.0,0.9823182711198428,jungle lane,"1,013",G.MASTER
Viktor,51.72,1.38,50.339999999999996,7.51,3.66,-7.0,-5.072463768115942,middle lane,"2,090",G.MASTER
Jhin,51.15,1.41,49.74,13.40,0.71,-20.0,-14.184397163120568,bottom lane,"3,728",G.MASTER
Neeko,52.2,0.89,51.31,3.02,2.19,-1.0,-1.1235955056179776,support lane,841,G.MASTER
Singed,53.48,1.87,51.61,2.89,1.76,2.0,1.06951871657754,top lane,804,G.MASTER
Xerath,51.84,5.82,46.02,4.40,3.14,-4.0,-0.6872852233676976,middle lane,"1,223",G.MASTER
Kha'Zix,53.37,5.73,47.64,5.29,5.47,4.0,0.6980802792321117,jungle lane,"1,471",G.MASTER
Vel'Koz,54.46,1.13,53.33,1.97,1.16,4.0,3.5398230088495577,support lane,549,G.MASTER
Twisted Fate,51.49,1.01,50.480000000000004,5.19,1.01,-6.0,-5.9405940594059405,middle lane,"1,445",G.MASTER
Irelia,51.23,-0.67,51.9,3.94,12.65,-6.0,8.955223880597014,top lane,"1,095",G.MASTER
Jarvan IV,51.51,2.18,49.33,9.27,2.48,-11.0,-5.045871559633027,jungle lane,"2,580",G.MASTER
Leona,52.08,0.33,51.75,4.50,3.10,-3.0,-9.09090909090909,support lane,"1,252",G.MASTER
Veigar,53.31,5.92,47.39,2.44,0.49,2.0,0.33783783783783783,middle lane,679,G.MASTER
Nocturne,54.35,3.35,51.0,5.54,5.27,10.0,2.9850746268656714,jungle lane,"1,542",G.MASTER
Aphelios,51.63,3.3,48.330000000000005,5.40,2.27,-6.0,-1.8181818181818183,bottom lane,"1,501",G.MASTER
Rumble,52.44,2.89,49.55,3.76,4.41,-1.0,-0.3460207612456747,top lane,"1,047",G.MASTER
Kai'Sa,50.8,3.51,47.29,13.43,2.15,-26.0,-7.407407407407407,bottom lane,"3,736",G.MASTER
Annie,52.83,-1.13,53.96,3.87,0.75,1.0,-0.8849557522123894,middle lane,"1,077",G.MASTER
Cho'Gath,53.89,6.31,47.58,1.99,0.38,2.0,0.3169572107765452,top lane,553,G.MASTER
Nidalee,53.23,0.54,52.69,4.07,4.77,2.0,3.7037037037037033,jungle lane,"1,131",G.MASTER
Ziggs,54.61,4.12,50.49,2.57,0.26,5.0,1.2135922330097086,bottom lane,716,G.MASTER
Brand,53.72,3.25,50.47,1.11,0.63,1.0,0.3076923076923077,bottom lane,309,G.MASTER
Briar,56.83,7.04,49.79,2.61,3.14,11.0,1.5625,jungle lane,725,G.MASTER
Ornn,52.49,3.26,49.230000000000004,4.27,0.60,-1.0,-0.3067484662576687,top lane,"1,187",G.MASTER
